currentRank,__typename,node.episodes.episodes.total,node.episodes.episodes.__typename,node.episodes.__typename,node.id,node.titleText.text,node.titleText.__typename,node.titleType.id,node.titleType.text,node.titleType.canHaveEpisodes,node.titleType.displayableProperty.value.plainText,node.titleType.displayableProperty.value.__typename,node.titleType.displayableProperty.__typename,node.titleType.__typename,node.originalTitleText.text,node.originalTitleText.__typename,node.primaryImage.id,node.primaryImage.width,node.primaryImage.height,node.primaryImage.url,node.primaryImage.caption.plainText,node.primaryImage.caption.__typename,node.primaryImage.__typename,node.releaseYear.year,node.releaseYear.endYear,node.releaseYear.__typename,node.ratingsSummary.aggregateRating,node.ratingsSummary.voteCount,node.ratingsSummary.__typename,node.runtime.seconds,node.runtime.__typename,node.certificate.rating,node.certificate.__typename,node.canRate.isRatable,node.canRate.__typename,node.titleGenres.genres,node.titleGenres.__typename,node.canHaveEpisodes,node.plot.plotText.plainText,node.plot.plotText.__typename,node.plot.__typename,node.latestTrailer.id,node.latestTrailer.__typename,node.series,node.__typename,node.latestTrailer,node.certificate
201,ChartTitleEdge,10,EpisodeConnection,Episodes,tt0403778,Long Way Round,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Long Way Round,TitleText,rm662647296,1400,2164,https://m.media-amazon.com/images/M/MV5BYTAxNWFmMTktMDVjNC00YWFkLTg2NDQtNjQwODZlYmQ2YTA2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,Ewan McGregor and Charley Boorman in Long Way Round (2004),Markdown,Image,2004,2010.0,YearRange,8.6,15156,RatingsSummary,18900,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Ewan McGregor and Charley Boorman embark on a grueling quest to motorbike from London to New York. Going east through Europe, Asia and then to Alaska, they experience different cultures and have to overcome the elements and adversity.",Markdown,Plot,vi3440753689,Video,,Title,,
202,ChartTitleEdge,51,EpisodeConnection,Episodes,tt8289930,Formula 1: Drive to Survive,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Formula 1: Drive to Survive,TitleText,rm688155904,284,398,https://m.media-amazon.com/images/M/MV5BMzVkMGU0YWMtOWQxMC00MjFhLTg1NjAtMDFlZTZlYzJlMjlhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,Carlos Sainz in Formula 1: Drive to Survive (2019),Markdown,Image,2019,,YearRange,8.5,49359,RatingsSummary,2400,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Sport', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Docuseries following the FIA Formula One World Championship across multiple seasons.,Markdown,Plot,vi599311897,Video,,Title,,
203,ChartTitleEdge,62,EpisodeConnection,Episodes,tt0278238,Samurai Jack,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Samurai Jack,TitleText,rm3045931009,1000,1500,https://m.media-amazon.com/images/M/MV5BNDY3Y2E1NWYtMTFkZS00MzlmLTk2ZTItMTAyY2QxZDU1NjZhXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_.jpg,Phil LaMarr and Mako in Samurai Jack (2001),Markdown,Image,2001,2017.0,YearRange,8.5,58920,RatingsSummary,1380,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A samurai, sent through time, fights to return home and save the world.",Markdown,Plot,vi185251353,Video,,Title,,
204,ChartTitleEdge,37,EpisodeConnection,Episodes,tt5897304,Mob Psycho 100,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Mob Psycho 100,TitleText,rm374999041,2000,3000,https://m.media-amazon.com/images/M/MV5BYWIwZjhkMzgtOWExYi00ZGIwLTg1ZTktNjQyZWIxYWFmZTc0XkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,"Takahiro Sakurai, Akio Ôtsuka, Miyu Irino, and Setsuo Ito in Mob Psycho 100 (2016)",Markdown,Image,2016,2022.0,YearRange,8.6,43493,RatingsSummary,1440,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A psychic middle school boy tries to live a normal life and keep his growing powers under control, even though he constantly gets into trouble.",Markdown,Plot,vi2392440089,Video,,Title,,
205,ChartTitleEdge,20,EpisodeConnection,Episodes,tt4082744,Detectorists,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Detectorists,TitleText,rm71950336,1200,1800,https://m.media-amazon.com/images/M/MV5BZGUyOWJiYTUtN2E0Ni00MGUwLTk4ZjktYzc3ZmRkNzVlNTU0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,"Mackenzie Crook, Gerard Horan, Toby Jones, Pearce Quigley, Laura Checkley, Divian Ladwa, Aimee-Ffion Edwards, and Orion Ben in Detectorists (2014)",Markdown,Image,2014,2022.0,YearRange,8.6,20770,RatingsSummary,1800,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The lives of two eccentric metal detectorists, who spend their days plodding along ploughed tracks and open fields, hoping to disturb the tedium by unearthing the fortune of a lifetime.",Markdown,Plot,vi3679633945,Video,,Title,,
206,ChartTitleEdge,61,EpisodeConnection,Episodes,tt1492966,Louie,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Louie,TitleText,rm1858071809,1284,1712,https://m.media-amazon.com/images/M/MV5BOGI0ZjA5ZmUtMTY1ZC00NjZjLTk0MGEtNmQ2YTczY2Q3YTc0XkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_.jpg,Louis C.K. in Louie (2010),Markdown,Image,2010,2015.0,YearRange,8.5,81857,RatingsSummary,1320,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The life of Louie C.K., a divorced comedian living in New York with two kids.",Markdown,Plot,vi3957898521,Video,,Title,,
207,ChartTitleEdge,24,EpisodeConnection,Episodes,tt10638036,Heartstopper,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Heartstopper,TitleText,rm3805160705,604,755,https://m.media-amazon.com/images/M/MV5BOWVkOTM4MDAtMTkwMS00ZTE0LTk0ZGMtNDQzOTYyOGNiNjg0XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,Heartstopper (2022),Markdown,Image,2022,,YearRange,8.6,74917,RatingsSummary,1800,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Romance', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Teens Charlie and Nick discover their unlikely friendship might be something more as they navigate school and young love in this coming-of-age series.,Markdown,Plot,vi4137338649,Video,,Title,,
208,ChartTitleEdge,220,EpisodeConnection,Episodes,tt0163507,Whose Line Is It Anyway?,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Whose Line Is It Anyway?,TitleText,rm1992950272,1200,1765,https://m.media-amazon.com/images/M/MV5BYmJjMTVhYjQtMjBmMC00NWYxLTk2YmEtYWIxZDUzYjljZTYxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,"Drew Carey, Wayne Brady, Colin Mochrie, Greg Proops, and Ryan Stiles in Whose Line Is It Anyway? (1998)",Markdown,Image,1998,2007.0,YearRange,8.5,46123,RatingsSummary,1800,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Game-Show', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.,Markdown,Plot,vi2624240665,Video,,Title,,
209,ChartTitleEdge,33,EpisodeConnection,Episodes,tt1442449,Spartacus,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Spartacus: Blood and Sand,TitleText,rm2890457089,689,1020,https://m.media-amazon.com/images/M/MV5BZWQ4MjA2YzEtOTQzYi00NWQ1LWI0ZDEtN2VkZjhmYTc3MzU0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_.jpg,Liam McIntyre in Spartacus (2010),Markdown,Image,2010,2013.0,YearRange,8.5,255127,RatingsSummary,3300,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Biography', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.",Markdown,Plot,vi63290649,Video,,Title,,
210,ChartTitleEdge,14,EpisodeConnection,Episodes,tt0290978,The Office,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Office,TitleText,rm1985018369,591,828,https://m.media-amazon.com/images/M/MV5BYWI2YmI2ZmMtMTZjMC00MzMzLWI5ODItNDY1OTg3YjNmZmUxXkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_.jpg,Ricky Gervais in The Office (2001),Markdown,Image,2001,2003.0,YearRange,8.5,122113,RatingsSummary,27300,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The story of an office that faces closure when the company decides to downsize its branches. A documentary film crew follow staff and the manager David Brent as they continue their daily lives.,Markdown,Plot,vi1694612761,Video,,Title,,
211,ChartTitleEdge,18,EpisodeConnection,Episodes,tt3428912,Happy Valley,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Happy Valley,TitleText,rm1599573505,900,1199,https://m.media-amazon.com/images/M/MV5BNTBmYTQ5ZDYtM2NjMC00M2Q2LTg4NDAtODUxZTk0ZmFjMGVjXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_.jpg,Happy Valley (2014),Markdown,Image,2014,2023.0,YearRange,8.5,63419,RatingsSummary,63540,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Thriller', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Yorkshire-based crime drama centering on the personal and professional life of Police Sergeant Catherine Cawood.,Markdown,Plot,vi1940834073,Video,,Title,,
212,ChartTitleEdge,62,EpisodeConnection,Episodes,tt1513168,Through the Wormhole,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Through the Wormhole,TitleText,rm1649938176,680,1000,https://m.media-amazon.com/images/M/MV5BMDhkMTY2NGQtMWY4Mi00ZjhmLWIzNGYtZDJhODkwNTM5NTIzXkEyXkFqcGdeQXVyNDk3NDEzMzk@._V1_.jpg,Morgan Freeman in Through the Wormhole (2010),Markdown,Image,2010,2017.0,YearRange,8.6,18351,RatingsSummary,3600,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Hosted by Morgan Freeman, Through the Wormhole will explore the deepest mysteries of existence - the questions that have puzzled mankind for eternity. What are we made of? What was there before the beginning? Are we really alone? Is there a creator? These questions have been pondered by the most exquisite minds of the human race. Now, science has evolved to the point where hard facts and evidence may be able to provide us with answers instead of philosophical theories. Through the Wormhole will bring together the brightest minds and best ideas from the very edges of science - Astrophysics, Astrobiology, Quantum Mechanics, String Theory, and more - to reveal the extraordinary truth of our Universe.",Markdown,Plot,,,,Title,,
213,ChartTitleEdge,92,EpisodeConnection,Episodes,tt1124373,Sons of Anarchy,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Sons of Anarchy,TitleText,rm601609985,2025,3000,https://m.media-amazon.com/images/M/MV5BYTMxMGY1OGQtZmUzNy00NjhmLTlhNzItZDBiNzhlMTgwZjZlXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_.jpg,Charlie Hunnam in Sons of Anarchy (2008),Markdown,Image,2008,2014.0,YearRange,8.6,320234,RatingsSummary,2700,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Thriller', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A biker struggles to balance being a father and being involved in an outlaw motorcycle club.,Markdown,Plot,vi4018519321,Video,,Title,,
214,ChartTitleEdge,26,EpisodeConnection,Episodes,tt0112159,Neon Genesis Evangelion,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Shinseiki Evangelion,TitleText,rm1822823681,425,600,https://m.media-amazon.com/images/M/MV5BODZkZjUxNmEtMGEyOS00ZDY5LTkxZDMtZTJkZDBiZTkyOWRkXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,"Megumi Hayashibara, Kotono Mitsuishi, Yûko Miyamura, Megumi Ogata, Fumihiko Tachiki, and Yuriko Yamaguchi in Neon Genesis Evangelion (1995)",Markdown,Image,1995,1996.0,YearRange,8.5,83348,RatingsSummary,1440,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A teenage boy finds himself recruited as a member of an elite team of pilots by his father.,Markdown,Plot,vi1986576153,Video,,Title,,
215,ChartTitleEdge,134,EpisodeConnection,Episodes,tt1586680,Shameless,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Shameless,TitleText,rm2969561345,480,720,https://m.media-amazon.com/images/M/MV5BZDgxNjQ2MjMtMjk2Yi00M2Q2LWI0ZDktOGM1NWI5YWUzMjk4XkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_.jpg,"William H. Macy, Steve Howey, Cameron Monaghan, Shanola Hampton, Jeremy Allen White, Ethan Cutkosky, and Emma Kenney in Shameless (2011)",Markdown,Image,2011,2021.0,YearRange,8.5,279004,RatingsSummary,2760,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A scrappy, feisty, fiercely loyal Chicago family makes no apologies.",Markdown,Plot,vi3560030489,Video,,Title,,
216,ChartTitleEdge,18,EpisodeConnection,Episodes,tt4093826,Twin Peaks,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Twin Peaks: The Return,TitleText,rm95022849,1311,1967,https://m.media-amazon.com/images/M/MV5BZWZiNWI0MzgtMDMyYS00NDY2LWI0Y2YtNTQ2ZWJhNzU2NTEyXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_.jpg,Twin Peaks (2017),Markdown,Image,2017,2017.0,YearRange,8.5,74830,RatingsSummary,61920,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Horror', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Picks up 25 years after the inhabitants of a quaint northwestern town are stunned when their homecoming queen is murdered.,Markdown,Plot,vi1972549913,Video,,Title,,
217,ChartTitleEdge,106,EpisodeConnection,Episodes,tt0290988,Trailer Park Boys,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Trailer Park Boys,TitleText,rm2293178112,571,800,https://m.media-amazon.com/images/M/MV5BOTA0NTAwMTc1MF5BMl5BanBnXkFtZTgwODk2NjY0ODE@._V1_.jpg,Trailer Park Boys (2001),Markdown,Image,2001,2018.0,YearRange,8.5,49857,RatingsSummary,1800,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Three petty felons have a documentary made about their life in a trailer park.,Markdown,Plot,vi360823833,Video,,Title,,
218,ChartTitleEdge,7,EpisodeConnection,Episodes,tt0118273,Brass Eye,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Brass Eye,TitleText,rm760434689,680,1000,https://m.media-amazon.com/images/M/MV5BZGVmMWU3ZWItNGE5Ny00MzRhLTlhZWYtMzg0ZmM0YTI3ODM3XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_.jpg,Christopher Morris in Brass Eye (1997),Markdown,Image,1997,2001.0,YearRange,8.6,11481,RatingsSummary,1500,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Controversial spoof of current affairs television, and the role of celebrity in the UK.",Markdown,Plot,,,,Title,,
219,ChartTitleEdge,43,EpisodeConnection,Episodes,tt5288312,Skam,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Skam,TitleText,rm3779534848,680,1000,https://m.media-amazon.com/images/M/MV5BMzc5NmE5ZDItZGQxZC00ZTdhLThlYzktYjE0NWIyZDM3OGRlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,"Josefine Frida Pettersen, Ulrikke Falch, Lisa Teige, Iman Meskini, and Ada Eide in Skam (2015)",Markdown,Image,2015,2017.0,YearRange,8.6,38137,RatingsSummary,1800,Runtime,Not Rated,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Romance', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The story of young teenagers and pupils on Hartvig Nissens upper secondary school in Oslo, and their troubles, scandals and everyday life. Each season is told from a different person's point of view.",Markdown,Plot,vi346866457,Video,,Title,,
220,ChartTitleEdge,81,EpisodeConnection,Episodes,tt4647692,Letterkenny,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Letterkenny,TitleText,rm1840466689,6656,9988,https://m.media-amazon.com/images/M/MV5BMjM2MjE3MDktODU4Yi00YzY5LTgzMDktYWIzMTMxYmU2YzM5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,Letterkenny (2016),Markdown,Image,2016,2023.0,YearRange,8.6,28773,RatingsSummary,1800,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Quick-witted, fast-paced snappy comedy about rural folk getting by in a small town.",Markdown,Plot,vi3758212889,Video,,Title,,
221,ChartTitleEdge,4,EpisodeConnection,Episodes,tt0417349,North & South,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,North & South,TitleText,rm2830146049,1443,2048,https://m.media-amazon.com/images/M/MV5BYjU4NGI4MjQtOTJlZC00Y2UxLWFiMDAtODJhZDFmYmVjMTY3XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_.jpg,Richard Armitage and Daniela Denby-Ashe in North & South (2004),Markdown,Image,2004,2004.0,YearRange,8.6,34665,RatingsSummary,14100,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Romance', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"North and South is a four-part adaptation of Elizabeth Gaskell's love story of Margaret Hale, a middle-class southerner who is forced to move to the northern town of Milton.",Markdown,Plot,vi696565017,Video,,Title,,
222,ChartTitleEdge,6,EpisodeConnection,Episodes,tt1758429,Spartacus: Gods of the Arena,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Spartacus: Gods of the Arena,TitleText,rm3238246912,333,500,https://m.media-amazon.com/images/M/MV5BMTYyMjI4NzYxOF5BMl5BanBnXkFtZTcwNTUwMTc1NA@@._V1_.jpg,Dustin Clare in Spartacus: Gods of the Arena (2011),Markdown,Image,2011,2011.0,YearRange,8.5,144548,RatingsSummary,19860,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Biography', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"In the time before the arrival of Spartacus, the House of Batiatus faces many challenges from competitors, and within its own household.",Markdown,Plot,vi226737433,Video,,Title,,
223,ChartTitleEdge,53,EpisodeConnection,Episodes,tt2575988,Silicon Valley,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Silicon Valley,TitleText,rm4111831553,1000,1426,https://m.media-amazon.com/images/M/MV5BM2Q5YjNjZWMtYThmYy00N2ZjLWE2NDctNmZjMmZjYWE2NjEwXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_.jpg,"Martin Starr, Zach Woods, T.J. Miller, Thomas Middleditch, and Kumail Nanjiani in Silicon Valley (2014)",Markdown,Image,2014,2019.0,YearRange,8.5,164206,RatingsSummary,1680,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper.",Markdown,Plot,vi2603925273,Video,,Title,,
224,ChartTitleEdge,244,EpisodeConnection,Episodes,tt1710308,Regular Show,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Regular Show,TitleText,rm494409985,730,1095,https://m.media-amazon.com/images/M/MV5BYmJjMzRiNWMtYmY5ZC00MWJjLThiYmMtMmM1NGNmNWJmMmE0XkEyXkFqcGdeQXVyMTI2MzY3NTA3._V1_.jpg,"Mark Hamill, William Salyers, Sam Marin, and J.G. Quintel in Regular Show (2010)",Markdown,Image,2010,2017.0,YearRange,8.5,56041,RatingsSummary,1380,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The surreal misadventures of two best friends - a blue jay and a raccoon - as they seek to liven up their mundane jobs as groundskeepers at the local park.,Markdown,Plot,vi24231193,Video,,Title,,
225,ChartTitleEdge,179,EpisodeConnection,Episodes,tt0436992,Doctor Who,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Doctor Who,TitleText,rm2066107137,1125,1406,https://m.media-amazon.com/images/M/MV5BNjBkMWJkNTYtYjMwYy00ZjZiLWIwYmEtNzMyOTJjODRhNTlhXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,Ncuti Gatwa in Doctor Who (2005),Markdown,Image,2005,,YearRange,8.6,244704,RatingsSummary,2700,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Sci-Fi', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The further adventures in time and space of the alien adventurer known as the Doctor and his companions from planet Earth.,Markdown,Plot,vi3422930713,Video,,Title,,
226,ChartTitleEdge,16,EpisodeConnection,Episodes,tt20869502,Extraordinary Attorney Woo,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Isanghan byeonhosa Woo Young-woo,TitleText,rm3484751361,1256,1796,https://m.media-amazon.com/images/M/MV5BMTAzNzlhYjItN2MxZS00ZTg4LWFmZGQtN2I1ZWE5YjgzODY3XkEyXkFqcGdeQXVyNjk1NzU1Mjk@._V1_.jpg,Park Eun-bin in Extraordinary Attorney Woo (2022),Markdown,Image,2022,2022.0,YearRange,8.6,25314,RatingsSummary,4500,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Due to her 164 I.Q., impressive memory and creative thought process, autistic 27-year-old lawyer Woo Young Woo graduated at the top of her class from a prestigious law school.",Markdown,Plot,vi3256992281,Video,,Title,,
